sample_id,user_id,label,accepted,json_path,image_path,video_path,created_at,raw_points
20260711_215153_8dj6mi,user4,অ,True,output/user4/অ/অ_20260711_215153_8dj6mi.json,output/user4/অ/অ_20260711_215153_8dj6mi.png,output/user4/অ/অ_20260711_215153_8dj6mi.mp4,2026-07-11T15:51:53.722Z,570
20260711_215210_14cuph,user4,অ,True,output/user4/অ/অ_20260711_215210_14cuph.json,output/user4/অ/অ_20260711_215210_14cuph.png,output/user4/অ/অ_20260711_215210_14cuph.mp4,2026-07-11T15:52:10.848Z,840
20260711_215224_s1nefb,user4,অ,True,output/user4/অ/অ_20260711_215224_s1nefb.json,output/user4/অ/অ_20260711_215224_s1nefb.png,output/user4/অ/অ_20260711_215224_s1nefb.mp4,2026-07-11T15:52:24.742Z,576
20260711_211553_8q738s,user4,আ,True,output/user4/আ/আ_20260711_211553_8q738s.json,output/user4/আ/আ_20260711_211553_8q738s.png,output/user4/আ/আ_20260711_211553_8q738s.mp4,2026-07-11T15:15:53.117Z,655
20260711_215326_rdw0i7,user4,আ,True,output/user4/আ/আ_20260711_215326_rdw0i7.json,output/user4/আ/আ_20260711_215326_rdw0i7.png,output/user4/আ/আ_20260711_215326_rdw0i7.mp4,2026-07-11T15:53:26.454Z,875
20260711_215355_gtir0d,user4,আ,True,output/user4/আ/আ_20260711_215355_gtir0d.json,output/user4/আ/আ_20260711_215355_gtir0d.png,output/user4/আ/আ_20260711_215355_gtir0d.mp4,2026-07-11T15:53:55.047Z,760
20260711_215413_4z3pac,user4,আ,True,output/user4/আ/আ_20260711_215413_4z3pac.json,output/user4/আ/আ_20260711_215413_4z3pac.png,output/user4/আ/আ_20260711_215413_4z3pac.mp4,2026-07-11T15:54:13.989Z,732
20260711_215505_noe4fp,user4,আ,True,output/user4/আ/আ_20260711_215505_noe4fp.json,output/user4/আ/আ_20260711_215505_noe4fp.png,output/user4/আ/আ_20260711_215505_noe4fp.mp4,2026-07-11T15:55:05.229Z,840
20260711_215527_oaoi6c,user4,আ,True,output/user4/আ/আ_20260711_215527_oaoi6c.json,output/user4/আ/আ_20260711_215527_oaoi6c.png,output/user4/আ/আ_20260711_215527_oaoi6c.mp4,2026-07-11T15:55:27.756Z,1234
20260711_215554_41w3p4,user4,আ,True,output/user4/আ/আ_20260711_215554_41w3p4.json,output/user4/আ/আ_20260711_215554_41w3p4.png,output/user4/আ/আ_20260711_215554_41w3p4.mp4,2026-07-11T15:55:54.029Z,1344
20260711_215623_q6sua3,user4,আ,True,output/user4/আ/আ_20260711_215623_q6sua3.json,output/user4/আ/আ_20260711_215623_q6sua3.png,output/user4/আ/আ_20260711_215623_q6sua3.mp4,2026-07-11T15:56:23.203Z,828
20260711_215646_y25z4x,user4,আ,True,output/user4/আ/আ_20260711_215646_y25z4x.json,output/user4/আ/আ_20260711_215646_y25z4x.png,output/user4/আ/আ_20260711_215646_y25z4x.mp4,2026-07-11T15:56:46.439Z,818
20260711_215701_i0we24,user4,আ,True,output/user4/আ/আ_20260711_215701_i0we24.json,output/user4/আ/আ_20260711_215701_i0we24.png,output/user4/আ/আ_20260711_215701_i0we24.mp4,2026-07-11T15:57:01.697Z,682
20260711_215719_fym8k2,user4,আ,True,output/user4/আ/আ_20260711_215719_fym8k2.json,output/user4/আ/আ_20260711_215719_fym8k2.png,output/user4/আ/আ_20260711_215719_fym8k2.mp4,2026-07-11T15:57:19.563Z,928
20260711_215732_e3wli4,user4,আ,True,output/user4/আ/আ_20260711_215732_e3wli4.json,output/user4/আ/আ_20260711_215732_e3wli4.png,output/user4/আ/আ_20260711_215732_e3wli4.mp4,2026-07-11T15:57:32.879Z,585
20260711_215746_pw5glc,user4,আ,True,output/user4/আ/আ_20260711_215746_pw5glc.json,output/user4/আ/আ_20260711_215746_pw5glc.png,output/user4/আ/আ_20260711_215746_pw5glc.mp4,2026-07-11T15:57:46.710Z,827
20260711_215803_gtb1nz,user4,আ,True,output/user4/আ/আ_20260711_215803_gtb1nz.json,output/user4/আ/আ_20260711_215803_gtb1nz.png,output/user4/আ/আ_20260711_215803_gtb1nz.mp4,2026-07-11T15:58:03.072Z,964
20260711_215826_09me7o,user4,আ,True,output/user4/আ/আ_20260711_215826_09me7o.json,output/user4/আ/আ_20260711_215826_09me7o.png,output/user4/আ/আ_20260711_215826_09me7o.mp4,2026-07-11T15:58:26.604Z,1680
20260711_215850_2a6qfe,user4,আ,True,output/user4/আ/আ_20260711_215850_2a6qfe.json,output/user4/আ/আ_20260711_215850_2a6qfe.png,output/user4/আ/আ_20260711_215850_2a6qfe.mp4,2026-07-11T15:58:50.585Z,1385
20260711_211613_pni7yl,user4,ই,True,output/user4/ই/ই_20260711_211613_pni7yl.json,output/user4/ই/ই_20260711_211613_pni7yl.png,output/user4/ই/ই_20260711_211613_pni7yl.mp4,2026-07-11T15:16:13.617Z,428
20260711_211631_omhqof,user4,ই,True,output/user4/ই/ই_20260711_211631_omhqof.json,output/user4/ই/ই_20260711_211631_omhqof.png,output/user4/ই/ই_20260711_211631_omhqof.mp4,2026-07-11T15:16:31.202Z,474
20260711_215916_5xq3ym,user4,ই,True,output/user4/ই/ই_20260711_215916_5xq3ym.json,output/user4/ই/ই_20260711_215916_5xq3ym.png,output/user4/ই/ই_20260711_215916_5xq3ym.mp4,2026-07-11T15:59:16.067Z,802
20260711_215928_ckxbi5,user4,ই,True,output/user4/ই/ই_20260711_215928_ckxbi5.json,output/user4/ই/ই_20260711_215928_ckxbi5.png,output/user4/ই/ই_20260711_215928_ckxbi5.mp4,2026-07-11T15:59:28.475Z,519
20260711_215945_ovgs11,user4,ই,True,output/user4/ই/ই_20260711_215945_ovgs11.json,output/user4/ই/ই_20260711_215945_ovgs11.png,output/user4/ই/ই_20260711_215945_ovgs11.mp4,2026-07-11T15:59:45.425Z,767
20260711_215959_axw0jl,user4,ই,True,output/user4/ই/ই_20260711_215959_axw0jl.json,output/user4/ই/ই_20260711_215959_axw0jl.png,output/user4/ই/ই_20260711_215959_axw0jl.mp4,2026-07-11T15:59:59.543Z,604
20260711_220013_x16qxh,user4,ই,True,output/user4/ই/ই_20260711_220013_x16qxh.json,output/user4/ই/ই_20260711_220013_x16qxh.png,output/user4/ই/ই_20260711_220013_x16qxh.mp4,2026-07-11T16:00:13.923Z,504
20260711_220027_1j40u6,user4,ই,True,output/user4/ই/ই_20260711_220027_1j40u6.json,output/user4/ই/ই_20260711_220027_1j40u6.png,output/user4/ই/ই_20260711_220027_1j40u6.mp4,2026-07-11T16:00:27.650Z,617
20260711_220043_yyhe4o,user4,ই,True,output/user4/ই/ই_20260711_220043_yyhe4o.json,output/user4/ই/ই_20260711_220043_yyhe4o.png,output/user4/ই/ই_20260711_220043_yyhe4o.mp4,2026-07-11T16:00:43.271Z,685
20260711_220058_6cy90j,user4,ই,True,output/user4/ই/ই_20260711_220058_6cy90j.json,output/user4/ই/ই_20260711_220058_6cy90j.png,output/user4/ই/ই_20260711_220058_6cy90j.mp4,2026-07-11T16:00:58.080Z,694
20260711_220112_94lc88,user4,ই,True,output/user4/ই/ই_20260711_220112_94lc88.json,output/user4/ই/ই_20260711_220112_94lc88.png,output/user4/ই/ই_20260711_220112_94lc88.mp4,2026-07-11T16:01:12.998Z,712
20260711_220132_3b6d70,user4,ই,True,output/user4/ই/ই_20260711_220132_3b6d70.json,output/user4/ই/ই_20260711_220132_3b6d70.png,output/user4/ই/ই_20260711_220132_3b6d70.mp4,2026-07-11T16:01:32.328Z,886
20260711_220151_kjuuzh,user4,ই,True,output/user4/ই/ই_20260711_220151_kjuuzh.json,output/user4/ই/ই_20260711_220151_kjuuzh.png,output/user4/ই/ই_20260711_220151_kjuuzh.mp4,2026-07-11T16:01:51.689Z,568
20260711_220205_cr3boy,user4,ই,True,output/user4/ই/ই_20260711_220205_cr3boy.json,output/user4/ই/ই_20260711_220205_cr3boy.png,output/user4/ই/ই_20260711_220205_cr3boy.mp4,2026-07-11T16:02:05.156Z,649
20260711_220217_85rgxu,user4,ই,True,output/user4/ই/ই_20260711_220217_85rgxu.json,output/user4/ই/ই_20260711_220217_85rgxu.png,output/user4/ই/ই_20260711_220217_85rgxu.mp4,2026-07-11T16:02:17.888Z,412
20260711_220235_4uai7u,user4,ই,True,output/user4/ই/ই_20260711_220235_4uai7u.json,output/user4/ই/ই_20260711_220235_4uai7u.png,output/user4/ই/ই_20260711_220235_4uai7u.mp4,2026-07-11T16:02:35.471Z,578
20260711_220308_e7l7wm,user4,ই,True,output/user4/ই/ই_20260711_220308_e7l7wm.json,output/user4/ই/ই_20260711_220308_e7l7wm.png,output/user4/ই/ই_20260711_220308_e7l7wm.mp4,2026-07-11T16:03:08.513Z,860
20260711_220404_itceug,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220404_itceug.json,output/user4/ঈ/ঈ_20260711_220404_itceug.png,output/user4/ঈ/ঈ_20260711_220404_itceug.mp4,2026-07-11T16:04:04.111Z,939
20260711_220444_r35mfs,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220444_r35mfs.json,output/user4/ঈ/ঈ_20260711_220444_r35mfs.png,output/user4/ঈ/ঈ_20260711_220444_r35mfs.mp4,2026-07-11T16:04:44.146Z,784
20260711_220519_ila5ji,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220519_ila5ji.json,output/user4/ঈ/ঈ_20260711_220519_ila5ji.png,output/user4/ঈ/ঈ_20260711_220519_ila5ji.mp4,2026-07-11T16:05:19.321Z,973
20260711_220543_7o5bd0,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220543_7o5bd0.json,output/user4/ঈ/ঈ_20260711_220543_7o5bd0.png,output/user4/ঈ/ঈ_20260711_220543_7o5bd0.mp4,2026-07-11T16:05:43.470Z,1129
20260711_220606_essesa,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220606_essesa.json,output/user4/ঈ/ঈ_20260711_220606_essesa.png,output/user4/ঈ/ঈ_20260711_220606_essesa.mp4,2026-07-11T16:06:06.936Z,782
20260711_220641_ufswp1,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220641_ufswp1.json,output/user4/ঈ/ঈ_20260711_220641_ufswp1.png,output/user4/ঈ/ঈ_20260711_220641_ufswp1.mp4,2026-07-11T16:06:41.236Z,940
20260711_220701_y1rftt,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220701_y1rftt.json,output/user4/ঈ/ঈ_20260711_220701_y1rftt.png,output/user4/ঈ/ঈ_20260711_220701_y1rftt.mp4,2026-07-11T16:07:01.071Z,881
20260711_220721_h9k2mi,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220721_h9k2mi.json,output/user4/ঈ/ঈ_20260711_220721_h9k2mi.png,output/user4/ঈ/ঈ_20260711_220721_h9k2mi.mp4,2026-07-11T16:07:21.353Z,1044
20260711_220738_j2qzn6,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220738_j2qzn6.json,output/user4/ঈ/ঈ_20260711_220738_j2qzn6.png,output/user4/ঈ/ঈ_20260711_220738_j2qzn6.mp4,2026-07-11T16:07:38.461Z,1040
20260711_220751_axw80l,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220751_axw80l.json,output/user4/ঈ/ঈ_20260711_220751_axw80l.png,output/user4/ঈ/ঈ_20260711_220751_axw80l.mp4,2026-07-11T16:07:51.851Z,659
20260711_220807_mldxj2,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220807_mldxj2.json,output/user4/ঈ/ঈ_20260711_220807_mldxj2.png,output/user4/ঈ/ঈ_20260711_220807_mldxj2.mp4,2026-07-11T16:08:07.321Z,776
20260711_220822_wgaxvc,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220822_wgaxvc.json,output/user4/ঈ/ঈ_20260711_220822_wgaxvc.png,output/user4/ঈ/ঈ_20260711_220822_wgaxvc.mp4,2026-07-11T16:08:22.237Z,802
20260711_220837_dby4gx,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220837_dby4gx.json,output/user4/ঈ/ঈ_20260711_220837_dby4gx.png,output/user4/ঈ/ঈ_20260711_220837_dby4gx.mp4,2026-07-11T16:08:37.425Z,757
20260711_220850_xo5kch,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220850_xo5kch.json,output/user4/ঈ/ঈ_20260711_220850_xo5kch.png,output/user4/ঈ/ঈ_20260711_220850_xo5kch.mp4,2026-07-11T16:08:50.437Z,660
20260711_220906_ehc737,user4,ঈ,True,output/user4/ঈ/ঈ_20260711_220906_ehc737.json,output/user4/ঈ/ঈ_20260711_220906_ehc737.png,output/user4/ঈ/ঈ_20260711_220906_ehc737.mp4,2026-07-11T16:09:06.720Z,811
20260711_212007_ir5oy0,user5,অ,True,output/user5/অ/অ_20260711_212007_ir5oy0.json,,output/user5/অ/অ_20260711_212007_ir5oy0.mp4,2026-07-11T15:20:07.536Z,218
20260711_212041_5epna1,user5,আ,True,output/user5/আ/আ_20260711_212041_5epna1.json,,output/user5/আ/আ_20260711_212041_5epna1.mp4,2026-07-11T15:20:41.282Z,430
20260711_212113_u1rqpt,user5,ই,True,output/user5/ই/ই_20260711_212113_u1rqpt.json,,output/user5/ই/ই_20260711_212113_u1rqpt.mp4,2026-07-11T15:21:13.672Z,192
20260711_212139_uwdx5l,user5,ঈ,True,output/user5/ঈ/ঈ_20260711_212139_uwdx5l.json,,output/user5/ঈ/ঈ_20260711_212139_uwdx5l.mp4,2026-07-11T15:21:39.223Z,256
