sample_id,user_id,label,json_path,image_path,video_path,device,created_at,raw_points,clean_points,dropped_invalid,dropped_repeated,dropped_jumps,num_strokes,bbox_width,bbox_height,bbox_scale,test_fold_id,warnings
20260711_214802_iotb3d,user4,অ,output/user4/অ/অ_20260711_214802_iotb3d.json,output/user4/অ/অ_20260711_214802_iotb3d.png,output/user4/অ/অ_20260711_214802_iotb3d.mp4,macOS Chrome desktop,2026-07-11T15:48:02.538Z,459,459,0,0,0,5,0.419677,0.185147,0.419677,4,
20260711_214818_1kqyjw,user4,অ,output/user4/অ/অ_20260711_214818_1kqyjw.json,output/user4/অ/অ_20260711_214818_1kqyjw.png,output/user4/অ/অ_20260711_214818_1kqyjw.mp4,macOS Chrome desktop,2026-07-11T15:48:18.989Z,540,540,0,0,0,1,0.30651,0.219535,0.30651,4,
20260711_214838_nmfk2j,user4,অ,output/user4/অ/অ_20260711_214838_nmfk2j.json,output/user4/অ/অ_20260711_214838_nmfk2j.png,output/user4/অ/অ_20260711_214838_nmfk2j.mp4,macOS Chrome desktop,2026-07-11T15:48:38.039Z,760,760,0,0,0,3,0.30333,0.190952,0.30333,4,
20260711_214856_wh1jdl,user4,অ,output/user4/অ/অ_20260711_214856_wh1jdl.json,output/user4/অ/অ_20260711_214856_wh1jdl.png,output/user4/অ/অ_20260711_214856_wh1jdl.mp4,macOS Chrome desktop,2026-07-11T15:48:56.618Z,641,641,0,0,0,8,0.614726,0.39665,0.614726,4,
20260711_214912_5jyzoq,user4,অ,output/user4/অ/অ_20260711_214912_5jyzoq.json,output/user4/অ/অ_20260711_214912_5jyzoq.png,output/user4/অ/অ_20260711_214912_5jyzoq.mp4,macOS Chrome desktop,2026-07-11T15:49:12.892Z,688,688,0,0,0,3,0.496224,0.300708,0.496224,4,
20260711_215025_9ahjj1,user4,অ,output/user4/অ/অ_20260711_215025_9ahjj1.json,output/user4/অ/অ_20260711_215025_9ahjj1.png,output/user4/অ/অ_20260711_215025_9ahjj1.mp4,macOS Chrome desktop,2026-07-11T15:50:25.341Z,782,782,0,0,0,10,0.444573,0.362673,0.444573,4,
20260711_215040_totmvz,user4,অ,output/user4/অ/অ_20260711_215040_totmvz.json,output/user4/অ/অ_20260711_215040_totmvz.png,output/user4/অ/অ_20260711_215040_totmvz.mp4,macOS Chrome desktop,2026-07-11T15:50:40.861Z,516,516,0,0,0,8,0.410585,0.317338,0.410585,4,
20260711_215057_m3q3bw,user4,অ,output/user4/অ/অ_20260711_215057_m3q3bw.json,output/user4/অ/অ_20260711_215057_m3q3bw.png,output/user4/অ/অ_20260711_215057_m3q3bw.mp4,macOS Chrome desktop,2026-07-11T15:50:57.781Z,942,942,0,0,0,3,0.364902,0.23018,0.364902,4,
20260711_215120_wa3iw4,user4,অ,output/user4/অ/অ_20260711_215120_wa3iw4.json,output/user4/অ/অ_20260711_215120_wa3iw4.png,output/user4/অ/অ_20260711_215120_wa3iw4.mp4,macOS Chrome desktop,2026-07-11T15:51:20.891Z,801,801,0,0,0,5,0.51491,0.322679,0.51491,4,
20260711_215140_jzmdn9,user4,অ,output/user4/অ/অ_20260711_215140_jzmdn9.json,output/user4/অ/অ_20260711_215140_jzmdn9.png,output/user4/অ/অ_20260711_215140_jzmdn9.mp4,macOS Chrome desktop,2026-07-11T15:51:40.201Z,960,960,0,0,0,2,0.379049,0.290825,0.379049,4,
20260711_215153_8dj6mi,user4,অ,output/user4/অ/অ_20260711_215153_8dj6mi.json,output/user4/অ/অ_20260711_215153_8dj6mi.png,output/user4/অ/অ_20260711_215153_8dj6mi.mp4,macOS Chrome desktop,2026-07-11T15:51:53.722Z,570,570,0,0,0,3,0.381963,0.200602,0.381963,4,
20260711_215210_14cuph,user4,অ,output/user4/অ/অ_20260711_215210_14cuph.json,output/user4/অ/অ_20260711_215210_14cuph.png,output/user4/অ/অ_20260711_215210_14cuph.mp4,macOS Chrome desktop,2026-07-11T15:52:10.848Z,840,840,0,0,0,1,0.385914,0.33191,0.385914,4,
20260711_215224_s1nefb,user4,অ,output/user4/অ/অ_20260711_215224_s1nefb.json,output/user4/অ/অ_20260711_215224_s1nefb.png,output/user4/অ/অ_20260711_215224_s1nefb.mp4,macOS Chrome desktop,2026-07-11T15:52:24.742Z,576,576,0,0,0,2,0.27337,0.200362,0.27337,4,
20260711_211553_8q738s,user4,আ,output/user4/আ/আ_20260711_211553_8q738s.json,output/user4/আ/আ_20260711_211553_8q738s.png,output/user4/আ/আ_20260711_211553_8q738s.mp4,macOS Chrome desktop,2026-07-11T15:15:53.117Z,655,655,0,0,0,4,0.411682,0.303766,0.411682,4,
20260711_215326_rdw0i7,user4,আ,output/user4/আ/আ_20260711_215326_rdw0i7.json,output/user4/আ/আ_20260711_215326_rdw0i7.png,output/user4/আ/আ_20260711_215326_rdw0i7.mp4,macOS Chrome desktop,2026-07-11T15:53:26.454Z,875,875,0,0,0,9,0.412166,0.301643,0.412166,4,
20260711_215355_gtir0d,user4,আ,output/user4/আ/আ_20260711_215355_gtir0d.json,output/user4/আ/আ_20260711_215355_gtir0d.png,output/user4/আ/আ_20260711_215355_gtir0d.mp4,macOS Chrome desktop,2026-07-11T15:53:55.047Z,760,760,0,0,0,8,0.387593,0.80489,0.80489,4,
20260711_215413_4z3pac,user4,আ,output/user4/আ/আ_20260711_215413_4z3pac.json,output/user4/আ/আ_20260711_215413_4z3pac.png,output/user4/আ/আ_20260711_215413_4z3pac.mp4,macOS Chrome desktop,2026-07-11T15:54:13.989Z,732,732,0,0,0,4,0.409787,0.301886,0.409787,4,
20260711_215505_noe4fp,user4,আ,output/user4/আ/আ_20260711_215505_noe4fp.json,output/user4/আ/আ_20260711_215505_noe4fp.png,output/user4/আ/আ_20260711_215505_noe4fp.mp4,macOS Chrome desktop,2026-07-11T15:55:05.229Z,840,840,0,0,0,3,0.529754,0.331105,0.529754,4,
20260711_215527_oaoi6c,user4,আ,output/user4/আ/আ_20260711_215527_oaoi6c.json,output/user4/আ/আ_20260711_215527_oaoi6c.png,output/user4/আ/আ_20260711_215527_oaoi6c.mp4,macOS Chrome desktop,2026-07-11T15:55:27.756Z,1234,1234,0,0,0,8,0.480242,0.378338,0.480242,4,
20260711_215554_41w3p4,user4,আ,output/user4/আ/আ_20260711_215554_41w3p4.json,output/user4/আ/আ_20260711_215554_41w3p4.png,output/user4/আ/আ_20260711_215554_41w3p4.mp4,macOS Chrome desktop,2026-07-11T15:55:54.029Z,1344,1344,0,0,0,3,0.526678,0.41795,0.526678,4,
20260711_215623_q6sua3,user4,আ,output/user4/আ/আ_20260711_215623_q6sua3.json,output/user4/আ/আ_20260711_215623_q6sua3.png,output/user4/আ/আ_20260711_215623_q6sua3.mp4,macOS Chrome desktop,2026-07-11T15:56:23.203Z,828,828,0,0,0,8,0.530437,0.304324,0.530437,4,
20260711_215646_y25z4x,user4,আ,output/user4/আ/আ_20260711_215646_y25z4x.json,output/user4/আ/আ_20260711_215646_y25z4x.png,output/user4/আ/আ_20260711_215646_y25z4x.mp4,macOS Chrome desktop,2026-07-11T15:56:46.439Z,818,818,0,0,0,8,0.468841,0.365285,0.468841,4,
20260711_215701_i0we24,user4,আ,output/user4/আ/আ_20260711_215701_i0we24.json,output/user4/আ/আ_20260711_215701_i0we24.png,output/user4/আ/আ_20260711_215701_i0we24.mp4,macOS Chrome desktop,2026-07-11T15:57:01.697Z,682,682,0,0,0,12,0.471564,0.295859,0.471564,4,
20260711_215719_fym8k2,user4,আ,output/user4/আ/আ_20260711_215719_fym8k2.json,output/user4/আ/আ_20260711_215719_fym8k2.png,output/user4/আ/আ_20260711_215719_fym8k2.mp4,macOS Chrome desktop,2026-07-11T15:57:19.563Z,928,928,0,0,0,3,0.534549,0.340282,0.534549,4,
20260711_215732_e3wli4,user4,আ,output/user4/আ/আ_20260711_215732_e3wli4.json,output/user4/আ/আ_20260711_215732_e3wli4.png,output/user4/আ/আ_20260711_215732_e3wli4.mp4,macOS Chrome desktop,2026-07-11T15:57:32.879Z,585,585,0,0,0,6,0.583719,0.330354,0.583719,4,
20260711_215746_pw5glc,user4,আ,output/user4/আ/আ_20260711_215746_pw5glc.json,output/user4/আ/আ_20260711_215746_pw5glc.png,output/user4/আ/আ_20260711_215746_pw5glc.mp4,macOS Chrome desktop,2026-07-11T15:57:46.710Z,827,827,0,0,0,1,0.495686,0.271203,0.495686,4,
20260711_215803_gtb1nz,user4,আ,output/user4/আ/আ_20260711_215803_gtb1nz.json,output/user4/আ/আ_20260711_215803_gtb1nz.png,output/user4/আ/আ_20260711_215803_gtb1nz.mp4,macOS Chrome desktop,2026-07-11T15:58:03.072Z,964,964,0,0,0,2,0.443383,0.264187,0.443383,4,
20260711_215826_09me7o,user4,আ,output/user4/আ/আ_20260711_215826_09me7o.json,output/user4/আ/আ_20260711_215826_09me7o.png,output/user4/আ/আ_20260711_215826_09me7o.mp4,macOS Chrome desktop,2026-07-11T15:58:26.604Z,1680,1680,0,0,0,2,0.528551,0.320234,0.528551,4,
20260711_215850_2a6qfe,user4,আ,output/user4/আ/আ_20260711_215850_2a6qfe.json,output/user4/আ/আ_20260711_215850_2a6qfe.png,output/user4/আ/আ_20260711_215850_2a6qfe.mp4,macOS Chrome desktop,2026-07-11T15:58:50.585Z,1385,1385,0,0,0,13,0.594049,0.376013,0.594049,4,
20260711_211613_pni7yl,user4,ই,output/user4/ই/ই_20260711_211613_pni7yl.json,output/user4/ই/ই_20260711_211613_pni7yl.png,output/user4/ই/ই_20260711_211613_pni7yl.mp4,macOS Chrome desktop,2026-07-11T15:16:13.617Z,428,428,0,0,0,3,0.34662,0.480217,0.480217,4,
20260711_211631_omhqof,user4,ই,output/user4/ই/ই_20260711_211631_omhqof.json,output/user4/ই/ই_20260711_211631_omhqof.png,output/user4/ই/ই_20260711_211631_omhqof.mp4,macOS Chrome desktop,2026-07-11T15:16:31.202Z,474,474,0,0,0,4,0.473601,0.484861,0.484861,4,
20260711_215916_5xq3ym,user4,ই,output/user4/ই/ই_20260711_215916_5xq3ym.json,output/user4/ই/ই_20260711_215916_5xq3ym.png,output/user4/ই/ই_20260711_215916_5xq3ym.mp4,macOS Chrome desktop,2026-07-11T15:59:16.067Z,802,802,0,0,0,15,0.485349,0.574492,0.574492,4,
20260711_215928_ckxbi5,user4,ই,output/user4/ই/ই_20260711_215928_ckxbi5.json,output/user4/ই/ই_20260711_215928_ckxbi5.png,output/user4/ই/ই_20260711_215928_ckxbi5.mp4,macOS Chrome desktop,2026-07-11T15:59:28.475Z,519,519,0,0,0,2,0.42658,0.576531,0.576531,4,
20260711_215945_ovgs11,user4,ই,output/user4/ই/ই_20260711_215945_ovgs11.json,output/user4/ই/ই_20260711_215945_ovgs11.png,output/user4/ই/ই_20260711_215945_ovgs11.mp4,macOS Chrome desktop,2026-07-11T15:59:45.425Z,767,767,0,0,0,4,0.402264,0.488956,0.488956,4,
20260711_215959_axw0jl,user4,ই,output/user4/ই/ই_20260711_215959_axw0jl.json,output/user4/ই/ই_20260711_215959_axw0jl.png,output/user4/ই/ই_20260711_215959_axw0jl.mp4,macOS Chrome desktop,2026-07-11T15:59:59.543Z,604,604,0,0,0,5,0.482832,0.59653,0.59653,4,
20260711_220013_x16qxh,user4,ই,output/user4/ই/ই_20260711_220013_x16qxh.json,output/user4/ই/ই_20260711_220013_x16qxh.png,output/user4/ই/ই_20260711_220013_x16qxh.mp4,macOS Chrome desktop,2026-07-11T16:00:13.923Z,504,504,0,0,0,11,0.469429,0.445942,0.469429,4,
20260711_220027_1j40u6,user4,ই,output/user4/ই/ই_20260711_220027_1j40u6.json,output/user4/ই/ই_20260711_220027_1j40u6.png,output/user4/ই/ই_20260711_220027_1j40u6.mp4,macOS Chrome desktop,2026-07-11T16:00:27.650Z,617,617,0,0,0,4,0.418101,0.479262,0.479262,4,
20260711_220043_yyhe4o,user4,ই,output/user4/ই/ই_20260711_220043_yyhe4o.json,output/user4/ই/ই_20260711_220043_yyhe4o.png,output/user4/ই/ই_20260711_220043_yyhe4o.mp4,macOS Chrome desktop,2026-07-11T16:00:43.271Z,685,685,0,0,0,5,0.383759,0.539926,0.539926,4,
20260711_220058_6cy90j,user4,ই,output/user4/ই/ই_20260711_220058_6cy90j.json,output/user4/ই/ই_20260711_220058_6cy90j.png,output/user4/ই/ই_20260711_220058_6cy90j.mp4,macOS Chrome desktop,2026-07-11T16:00:58.080Z,694,694,0,0,0,9,0.447535,0.537678,0.537678,4,
20260711_220112_94lc88,user4,ই,output/user4/ই/ই_20260711_220112_94lc88.json,output/user4/ই/ই_20260711_220112_94lc88.png,output/user4/ই/ই_20260711_220112_94lc88.mp4,macOS Chrome desktop,2026-07-11T16:01:12.998Z,712,712,0,0,0,8,0.43236,0.521909,0.521909,4,
20260711_220132_3b6d70,user4,ই,output/user4/ই/ই_20260711_220132_3b6d70.json,output/user4/ই/ই_20260711_220132_3b6d70.png,output/user4/ই/ই_20260711_220132_3b6d70.mp4,macOS Chrome desktop,2026-07-11T16:01:32.328Z,886,886,0,0,0,27,0.411879,0.602841,0.602841,4,
20260711_220151_kjuuzh,user4,ই,output/user4/ই/ই_20260711_220151_kjuuzh.json,output/user4/ই/ই_20260711_220151_kjuuzh.png,output/user4/ই/ই_20260711_220151_kjuuzh.mp4,macOS Chrome desktop,2026-07-11T16:01:51.689Z,568,568,0,0,0,7,0.437888,0.569774,0.569774,4,
20260711_220205_cr3boy,user4,ই,output/user4/ই/ই_20260711_220205_cr3boy.json,output/user4/ই/ই_20260711_220205_cr3boy.png,output/user4/ই/ই_20260711_220205_cr3boy.mp4,macOS Chrome desktop,2026-07-11T16:02:05.156Z,649,649,0,0,0,2,0.329358,0.457367,0.457367,4,
20260711_220217_85rgxu,user4,ই,output/user4/ই/ই_20260711_220217_85rgxu.json,output/user4/ই/ই_20260711_220217_85rgxu.png,output/user4/ই/ই_20260711_220217_85rgxu.mp4,macOS Chrome desktop,2026-07-11T16:02:17.888Z,412,412,0,0,0,18,0.400923,0.450802,0.450802,4,
20260711_220235_4uai7u,user4,ই,output/user4/ই/ই_20260711_220235_4uai7u.json,output/user4/ই/ই_20260711_220235_4uai7u.png,output/user4/ই/ই_20260711_220235_4uai7u.mp4,macOS Chrome desktop,2026-07-11T16:02:35.471Z,578,578,0,0,0,8,0.476467,0.583674,0.583674,4,
20260711_220308_e7l7wm,user4,ই,output/user4/ই/ই_20260711_220308_e7l7wm.json,output/user4/ই/ই_20260711_220308_e7l7wm.png,output/user4/ই/ই_20260711_220308_e7l7wm.mp4,macOS Chrome desktop,2026-07-11T16:03:08.513Z,860,860,0,0,0,11,0.521936,0.74849,0.74849,4,
20260711_220404_itceug,user4,ঈ,output/user4/ঈ/ঈ_20260711_220404_itceug.json,output/user4/ঈ/ঈ_20260711_220404_itceug.png,output/user4/ঈ/ঈ_20260711_220404_itceug.mp4,macOS Chrome desktop,2026-07-11T16:04:04.111Z,939,939,0,0,0,5,0.497797,0.646728,0.646728,4,
20260711_220444_r35mfs,user4,ঈ,output/user4/ঈ/ঈ_20260711_220444_r35mfs.json,output/user4/ঈ/ঈ_20260711_220444_r35mfs.png,output/user4/ঈ/ঈ_20260711_220444_r35mfs.mp4,macOS Chrome desktop,2026-07-11T16:04:44.146Z,784,782,0,2,0,4,0.500203,0.628221,0.628221,4,
20260711_220519_ila5ji,user4,ঈ,output/user4/ঈ/ঈ_20260711_220519_ila5ji.json,output/user4/ঈ/ঈ_20260711_220519_ila5ji.png,output/user4/ঈ/ঈ_20260711_220519_ila5ji.mp4,macOS Chrome desktop,2026-07-11T16:05:19.321Z,973,973,0,0,0,10,0.326864,0.412111,0.412111,4,
20260711_220543_7o5bd0,user4,ঈ,output/user4/ঈ/ঈ_20260711_220543_7o5bd0.json,output/user4/ঈ/ঈ_20260711_220543_7o5bd0.png,output/user4/ঈ/ঈ_20260711_220543_7o5bd0.mp4,macOS Chrome desktop,2026-07-11T16:05:43.470Z,1129,1129,0,0,0,12,0.544303,0.722028,0.722028,4,
20260711_220606_essesa,user4,ঈ,output/user4/ঈ/ঈ_20260711_220606_essesa.json,output/user4/ঈ/ঈ_20260711_220606_essesa.png,output/user4/ঈ/ঈ_20260711_220606_essesa.mp4,macOS Chrome desktop,2026-07-11T16:06:06.936Z,782,782,0,0,0,7,0.615879,0.655763,0.655763,4,
20260711_220641_ufswp1,user4,ঈ,output/user4/ঈ/ঈ_20260711_220641_ufswp1.json,output/user4/ঈ/ঈ_20260711_220641_ufswp1.png,output/user4/ঈ/ঈ_20260711_220641_ufswp1.mp4,macOS Chrome desktop,2026-07-11T16:06:41.236Z,940,940,0,0,0,13,0.450285,0.794172,0.794172,4,
20260711_220701_y1rftt,user4,ঈ,output/user4/ঈ/ঈ_20260711_220701_y1rftt.json,output/user4/ঈ/ঈ_20260711_220701_y1rftt.png,output/user4/ঈ/ঈ_20260711_220701_y1rftt.mp4,macOS Chrome desktop,2026-07-11T16:07:01.071Z,881,881,0,0,0,10,0.435532,0.616203,0.616203,4,
20260711_220721_h9k2mi,user4,ঈ,output/user4/ঈ/ঈ_20260711_220721_h9k2mi.json,output/user4/ঈ/ঈ_20260711_220721_h9k2mi.png,output/user4/ঈ/ঈ_20260711_220721_h9k2mi.mp4,macOS Chrome desktop,2026-07-11T16:07:21.353Z,1044,1044,0,0,0,12,0.44443,0.60937,0.60937,4,
20260711_220738_j2qzn6,user4,ঈ,output/user4/ঈ/ঈ_20260711_220738_j2qzn6.json,output/user4/ঈ/ঈ_20260711_220738_j2qzn6.png,output/user4/ঈ/ঈ_20260711_220738_j2qzn6.mp4,macOS Chrome desktop,2026-07-11T16:07:38.461Z,1040,1040,0,0,0,5,0.48789,0.58388,0.58388,4,
20260711_220751_axw80l,user4,ঈ,output/user4/ঈ/ঈ_20260711_220751_axw80l.json,output/user4/ঈ/ঈ_20260711_220751_axw80l.png,output/user4/ঈ/ঈ_20260711_220751_axw80l.mp4,macOS Chrome desktop,2026-07-11T16:07:51.851Z,659,659,0,0,0,5,0.507386,0.528618,0.528618,4,
20260711_220807_mldxj2,user4,ঈ,output/user4/ঈ/ঈ_20260711_220807_mldxj2.json,output/user4/ঈ/ঈ_20260711_220807_mldxj2.png,output/user4/ঈ/ঈ_20260711_220807_mldxj2.mp4,macOS Chrome desktop,2026-07-11T16:08:07.321Z,776,776,0,0,0,19,0.466083,0.549706,0.549706,4,
20260711_220822_wgaxvc,user4,ঈ,output/user4/ঈ/ঈ_20260711_220822_wgaxvc.json,output/user4/ঈ/ঈ_20260711_220822_wgaxvc.png,output/user4/ঈ/ঈ_20260711_220822_wgaxvc.mp4,macOS Chrome desktop,2026-07-11T16:08:22.237Z,802,802,0,0,0,4,0.469599,0.61431,0.61431,4,
20260711_220837_dby4gx,user4,ঈ,output/user4/ঈ/ঈ_20260711_220837_dby4gx.json,output/user4/ঈ/ঈ_20260711_220837_dby4gx.png,output/user4/ঈ/ঈ_20260711_220837_dby4gx.mp4,macOS Chrome desktop,2026-07-11T16:08:37.425Z,757,757,0,0,0,15,0.422699,0.572425,0.572425,4,
20260711_220850_xo5kch,user4,ঈ,output/user4/ঈ/ঈ_20260711_220850_xo5kch.json,output/user4/ঈ/ঈ_20260711_220850_xo5kch.png,output/user4/ঈ/ঈ_20260711_220850_xo5kch.mp4,macOS Chrome desktop,2026-07-11T16:08:50.437Z,660,660,0,0,0,7,0.49628,0.539707,0.539707,4,
20260711_220906_ehc737,user4,ঈ,output/user4/ঈ/ঈ_20260711_220906_ehc737.json,output/user4/ঈ/ঈ_20260711_220906_ehc737.png,output/user4/ঈ/ঈ_20260711_220906_ehc737.mp4,macOS Chrome desktop,2026-07-11T16:09:06.720Z,811,811,0,0,0,4,0.481815,0.57448,0.57448,4,
