sample_id,source_sample_id,user_id,label,role,outer_fold_id,inner_fold_id
20260711_215803_gtb1nz__outer00__inner02__aug03,20260711_215803_gtb1nz,user4,আ,train,0,2
20260711_215826_09me7o__outer00__inner02__aug01,20260711_215826_09me7o,user4,আ,train,0,2
20260711_215826_09me7o__outer00__inner02__aug02,20260711_215826_09me7o,user4,আ,train,0,2
20260711_215826_09me7o__outer00__inner02__aug03,20260711_215826_09me7o,user4,আ,train,0,2
20260711_215850_2a6qfe__outer00__inner02__aug01,20260711_215850_2a6qfe,user4,আ,train,0,2
20260711_215850_2a6qfe__outer00__inner02__aug02,20260711_215850_2a6qfe,user4,আ,train,0,2
20260711_215850_2a6qfe__outer00__inner02__aug03,20260711_215850_2a6qfe,user4,আ,train,0,2
20260711_211613_pni7yl__outer00__inner02__aug01,20260711_211613_pni7yl,user4,ই,train,0,2
20260711_211613_pni7yl__outer00__inner02__aug02,20260711_211613_pni7yl,user4,ই,train,0,2
20260711_211613_pni7yl__outer00__inner02__aug03,20260711_211613_pni7yl,user4,ই,train,0,2
20260711_211631_omhqof__outer00__inner02__aug01,20260711_211631_omhqof,user4,ই,train,0,2
20260711_211631_omhqof__outer00__inner02__aug02,20260711_211631_omhqof,user4,ই,train,0,2
20260711_211631_omhqof__outer00__inner02__aug03,20260711_211631_omhqof,user4,ই,train,0,2
20260711_215916_5xq3ym__outer00__inner02__aug01,20260711_215916_5xq3ym,user4,ই,train,0,2
20260711_215916_5xq3ym__outer00__inner02__aug02,20260711_215916_5xq3ym,user4,ই,train,0,2
20260711_215916_5xq3ym__outer00__inner02__aug03,20260711_215916_5xq3ym,user4,ই,train,0,2
20260711_215928_ckxbi5__outer00__inner02__aug01,20260711_215928_ckxbi5,user4,ই,train,0,2
20260711_215928_ckxbi5__outer00__inner02__aug02,20260711_215928_ckxbi5,user4,ই,train,0,2
20260711_215928_ckxbi5__outer00__inner02__aug03,20260711_215928_ckxbi5,user4,ই,train,0,2
20260711_215945_ovgs11__outer00__inner02__aug01,20260711_215945_ovgs11,user4,ই,train,0,2
20260711_215945_ovgs11__outer00__inner02__aug02,20260711_215945_ovgs11,user4,ই,train,0,2
20260711_215945_ovgs11__outer00__inner02__aug03,20260711_215945_ovgs11,user4,ই,train,0,2
20260711_215959_axw0jl__outer00__inner02__aug01,20260711_215959_axw0jl,user4,ই,train,0,2
20260711_215959_axw0jl__outer00__inner02__aug02,20260711_215959_axw0jl,user4,ই,train,0,2
20260711_215959_axw0jl__outer00__inner02__aug03,20260711_215959_axw0jl,user4,ই,train,0,2
20260711_220013_x16qxh__outer00__inner02__aug01,20260711_220013_x16qxh,user4,ই,train,0,2
20260711_220013_x16qxh__outer00__inner02__aug02,20260711_220013_x16qxh,user4,ই,train,0,2
20260711_220013_x16qxh__outer00__inner02__aug03,20260711_220013_x16qxh,user4,ই,train,0,2
20260711_220027_1j40u6__outer00__inner02__aug01,20260711_220027_1j40u6,user4,ই,train,0,2
20260711_220027_1j40u6__outer00__inner02__aug02,20260711_220027_1j40u6,user4,ই,train,0,2
20260711_220027_1j40u6__outer00__inner02__aug03,20260711_220027_1j40u6,user4,ই,train,0,2
20260711_220043_yyhe4o__outer00__inner02__aug01,20260711_220043_yyhe4o,user4,ই,train,0,2
20260711_220043_yyhe4o__outer00__inner02__aug02,20260711_220043_yyhe4o,user4,ই,train,0,2
20260711_220043_yyhe4o__outer00__inner02__aug03,20260711_220043_yyhe4o,user4,ই,train,0,2
20260711_220058_6cy90j__outer00__inner02__aug01,20260711_220058_6cy90j,user4,ই,train,0,2
20260711_220058_6cy90j__outer00__inner02__aug02,20260711_220058_6cy90j,user4,ই,train,0,2
20260711_220058_6cy90j__outer00__inner02__aug03,20260711_220058_6cy90j,user4,ই,train,0,2
20260711_220112_94lc88__outer00__inner02__aug01,20260711_220112_94lc88,user4,ই,train,0,2
20260711_220112_94lc88__outer00__inner02__aug02,20260711_220112_94lc88,user4,ই,train,0,2
20260711_220112_94lc88__outer00__inner02__aug03,20260711_220112_94lc88,user4,ই,train,0,2
20260711_220132_3b6d70__outer00__inner02__aug01,20260711_220132_3b6d70,user4,ই,train,0,2
20260711_220132_3b6d70__outer00__inner02__aug02,20260711_220132_3b6d70,user4,ই,train,0,2
20260711_220132_3b6d70__outer00__inner02__aug03,20260711_220132_3b6d70,user4,ই,train,0,2
20260711_220151_kjuuzh__outer00__inner02__aug01,20260711_220151_kjuuzh,user4,ই,train,0,2
20260711_220151_kjuuzh__outer00__inner02__aug02,20260711_220151_kjuuzh,user4,ই,train,0,2
20260711_220151_kjuuzh__outer00__inner02__aug03,20260711_220151_kjuuzh,user4,ই,train,0,2
20260711_220205_cr3boy__outer00__inner02__aug01,20260711_220205_cr3boy,user4,ই,train,0,2
20260711_220205_cr3boy__outer00__inner02__aug02,20260711_220205_cr3boy,user4,ই,train,0,2
20260711_220205_cr3boy__outer00__inner02__aug03,20260711_220205_cr3boy,user4,ই,train,0,2
20260711_220217_85rgxu__outer00__inner02__aug01,20260711_220217_85rgxu,user4,ই,train,0,2
20260711_220217_85rgxu__outer00__inner02__aug02,20260711_220217_85rgxu,user4,ই,train,0,2
20260711_220217_85rgxu__outer00__inner02__aug03,20260711_220217_85rgxu,user4,ই,train,0,2
20260711_220235_4uai7u__outer00__inner02__aug01,20260711_220235_4uai7u,user4,ই,train,0,2
20260711_220235_4uai7u__outer00__inner02__aug02,20260711_220235_4uai7u,user4,ই,train,0,2
20260711_220235_4uai7u__outer00__inner02__aug03,20260711_220235_4uai7u,user4,ই,train,0,2
20260711_220308_e7l7wm__outer00__inner02__aug01,20260711_220308_e7l7wm,user4,ই,train,0,2
20260711_220308_e7l7wm__outer00__inner02__aug02,20260711_220308_e7l7wm,user4,ই,train,0,2
20260711_220308_e7l7wm__outer00__inner02__aug03,20260711_220308_e7l7wm,user4,ই,train,0,2
20260711_220404_itceug__outer00__inner02__aug01,20260711_220404_itceug,user4,ঈ,train,0,2
20260711_220404_itceug__outer00__inner02__aug02,20260711_220404_itceug,user4,ঈ,train,0,2
20260711_220404_itceug__outer00__inner02__aug03,20260711_220404_itceug,user4,ঈ,train,0,2
20260711_220444_r35mfs__outer00__inner02__aug01,20260711_220444_r35mfs,user4,ঈ,train,0,2
20260711_220444_r35mfs__outer00__inner02__aug02,20260711_220444_r35mfs,user4,ঈ,train,0,2
20260711_220444_r35mfs__outer00__inner02__aug03,20260711_220444_r35mfs,user4,ঈ,train,0,2
20260711_220519_ila5ji__outer00__inner02__aug01,20260711_220519_ila5ji,user4,ঈ,train,0,2
20260711_220519_ila5ji__outer00__inner02__aug02,20260711_220519_ila5ji,user4,ঈ,train,0,2
20260711_220519_ila5ji__outer00__inner02__aug03,20260711_220519_ila5ji,user4,ঈ,train,0,2
20260711_220543_7o5bd0__outer00__inner02__aug01,20260711_220543_7o5bd0,user4,ঈ,train,0,2
20260711_220543_7o5bd0__outer00__inner02__aug02,20260711_220543_7o5bd0,user4,ঈ,train,0,2
20260711_220543_7o5bd0__outer00__inner02__aug03,20260711_220543_7o5bd0,user4,ঈ,train,0,2
20260711_220606_essesa__outer00__inner02__aug01,20260711_220606_essesa,user4,ঈ,train,0,2
20260711_220606_essesa__outer00__inner02__aug02,20260711_220606_essesa,user4,ঈ,train,0,2
20260711_220606_essesa__outer00__inner02__aug03,20260711_220606_essesa,user4,ঈ,train,0,2
20260711_220641_ufswp1__outer00__inner02__aug01,20260711_220641_ufswp1,user4,ঈ,train,0,2
20260711_220641_ufswp1__outer00__inner02__aug02,20260711_220641_ufswp1,user4,ঈ,train,0,2
20260711_220641_ufswp1__outer00__inner02__aug03,20260711_220641_ufswp1,user4,ঈ,train,0,2
20260711_220701_y1rftt__outer00__inner02__aug01,20260711_220701_y1rftt,user4,ঈ,train,0,2
20260711_220701_y1rftt__outer00__inner02__aug02,20260711_220701_y1rftt,user4,ঈ,train,0,2
20260711_220701_y1rftt__outer00__inner02__aug03,20260711_220701_y1rftt,user4,ঈ,train,0,2
20260711_220721_h9k2mi__outer00__inner02__aug01,20260711_220721_h9k2mi,user4,ঈ,train,0,2
20260711_220721_h9k2mi__outer00__inner02__aug02,20260711_220721_h9k2mi,user4,ঈ,train,0,2
20260711_220721_h9k2mi__outer00__inner02__aug03,20260711_220721_h9k2mi,user4,ঈ,train,0,2
20260711_220738_j2qzn6__outer00__inner02__aug01,20260711_220738_j2qzn6,user4,ঈ,train,0,2
20260711_220738_j2qzn6__outer00__inner02__aug02,20260711_220738_j2qzn6,user4,ঈ,train,0,2
20260711_220738_j2qzn6__outer00__inner02__aug03,20260711_220738_j2qzn6,user4,ঈ,train,0,2
20260711_220751_axw80l__outer00__inner02__aug01,20260711_220751_axw80l,user4,ঈ,train,0,2
20260711_220751_axw80l__outer00__inner02__aug02,20260711_220751_axw80l,user4,ঈ,train,0,2
20260711_220751_axw80l__outer00__inner02__aug03,20260711_220751_axw80l,user4,ঈ,train,0,2
20260711_220807_mldxj2__outer00__inner02__aug01,20260711_220807_mldxj2,user4,ঈ,train,0,2
20260711_220807_mldxj2__outer00__inner02__aug02,20260711_220807_mldxj2,user4,ঈ,train,0,2
20260711_220807_mldxj2__outer00__inner02__aug03,20260711_220807_mldxj2,user4,ঈ,train,0,2
20260711_220822_wgaxvc__outer00__inner02__aug01,20260711_220822_wgaxvc,user4,ঈ,train,0,2
20260711_220822_wgaxvc__outer00__inner02__aug02,20260711_220822_wgaxvc,user4,ঈ,train,0,2
20260711_220822_wgaxvc__outer00__inner02__aug03,20260711_220822_wgaxvc,user4,ঈ,train,0,2
20260711_220837_dby4gx__outer00__inner02__aug01,20260711_220837_dby4gx,user4,ঈ,train,0,2
20260711_220837_dby4gx__outer00__inner02__aug02,20260711_220837_dby4gx,user4,ঈ,train,0,2
20260711_220837_dby4gx__outer00__inner02__aug03,20260711_220837_dby4gx,user4,ঈ,train,0,2
20260711_220850_xo5kch__outer00__inner02__aug01,20260711_220850_xo5kch,user4,ঈ,train,0,2
20260711_220850_xo5kch__outer00__inner02__aug02,20260711_220850_xo5kch,user4,ঈ,train,0,2
20260711_220850_xo5kch__outer00__inner02__aug03,20260711_220850_xo5kch,user4,ঈ,train,0,2
20260711_220906_ehc737__outer00__inner02__aug01,20260711_220906_ehc737,user4,ঈ,train,0,2
20260711_220906_ehc737__outer00__inner02__aug02,20260711_220906_ehc737,user4,ঈ,train,0,2
20260711_220906_ehc737__outer00__inner02__aug03,20260711_220906_ehc737,user4,ঈ,train,0,2
20260711_220930_a944cy__outer01__inner00__aug01,20260711_220930_a944cy,for_bonhi,ঔ,train,1,0
20260711_220930_a944cy__outer01__inner00__aug02,20260711_220930_a944cy,for_bonhi,ঔ,train,1,0
20260711_220930_a944cy__outer01__inner00__aug03,20260711_220930_a944cy,for_bonhi,ঔ,train,1,0
20260704_232121_lcxi4y__outer01__inner00__aug01,20260704_232121_lcxi4y,user2,অ,train,1,0
20260704_232121_lcxi4y__outer01__inner00__aug02,20260704_232121_lcxi4y,user2,অ,train,1,0
20260704_232121_lcxi4y__outer01__inner00__aug03,20260704_232121_lcxi4y,user2,অ,train,1,0
20260728_232630_znnts0__outer01__inner00__aug01,20260728_232630_znnts0,user2,অ,train,1,0
20260728_232630_znnts0__outer01__inner00__aug02,20260728_232630_znnts0,user2,অ,train,1,0
20260728_232630_znnts0__outer01__inner00__aug03,20260728_232630_znnts0,user2,অ,train,1,0
20260728_232652_hdsmyh__outer01__inner00__aug01,20260728_232652_hdsmyh,user2,অ,train,1,0
20260728_232652_hdsmyh__outer01__inner00__aug02,20260728_232652_hdsmyh,user2,অ,train,1,0
20260728_232652_hdsmyh__outer01__inner00__aug03,20260728_232652_hdsmyh,user2,অ,train,1,0
20260728_232714_hincfq__outer01__inner00__aug01,20260728_232714_hincfq,user2,অ,train,1,0
20260728_232714_hincfq__outer01__inner00__aug02,20260728_232714_hincfq,user2,অ,train,1,0
20260728_232714_hincfq__outer01__inner00__aug03,20260728_232714_hincfq,user2,অ,train,1,0
20260728_232741_j1gvgu__outer01__inner00__aug01,20260728_232741_j1gvgu,user2,অ,train,1,0
20260728_232741_j1gvgu__outer01__inner00__aug02,20260728_232741_j1gvgu,user2,অ,train,1,0
20260728_232741_j1gvgu__outer01__inner00__aug03,20260728_232741_j1gvgu,user2,অ,train,1,0
20260704_232148_mqf5ea__outer01__inner00__aug01,20260704_232148_mqf5ea,user2,আ,train,1,0
20260704_232148_mqf5ea__outer01__inner00__aug02,20260704_232148_mqf5ea,user2,আ,train,1,0
20260704_232148_mqf5ea__outer01__inner00__aug03,20260704_232148_mqf5ea,user2,আ,train,1,0
20260728_232436_9i4gi8__outer01__inner00__aug01,20260728_232436_9i4gi8,user2,আ,train,1,0
20260728_232436_9i4gi8__outer01__inner00__aug02,20260728_232436_9i4gi8,user2,আ,train,1,0
20260728_232436_9i4gi8__outer01__inner00__aug03,20260728_232436_9i4gi8,user2,আ,train,1,0
20260728_232459_m6l3cf__outer01__inner00__aug01,20260728_232459_m6l3cf,user2,আ,train,1,0
20260728_232459_m6l3cf__outer01__inner00__aug02,20260728_232459_m6l3cf,user2,আ,train,1,0
20260728_232459_m6l3cf__outer01__inner00__aug03,20260728_232459_m6l3cf,user2,আ,train,1,0
20260728_232520_l4uaan__outer01__inner00__aug01,20260728_232520_l4uaan,user2,আ,train,1,0
20260728_232520_l4uaan__outer01__inner00__aug02,20260728_232520_l4uaan,user2,আ,train,1,0
20260728_232520_l4uaan__outer01__inner00__aug03,20260728_232520_l4uaan,user2,আ,train,1,0
20260728_232556_dwfz7c__outer01__inner00__aug01,20260728_232556_dwfz7c,user2,আ,train,1,0
20260728_232556_dwfz7c__outer01__inner00__aug02,20260728_232556_dwfz7c,user2,আ,train,1,0
20260728_232556_dwfz7c__outer01__inner00__aug03,20260728_232556_dwfz7c,user2,আ,train,1,0
20260704_232218_jf6rio__outer01__inner00__aug01,20260704_232218_jf6rio,user2,ই,train,1,0
20260704_232218_jf6rio__outer01__inner00__aug02,20260704_232218_jf6rio,user2,ই,train,1,0
20260704_232218_jf6rio__outer01__inner00__aug03,20260704_232218_jf6rio,user2,ই,train,1,0
20260728_232810_781yo6__outer01__inner00__aug01,20260728_232810_781yo6,user2,ই,train,1,0
20260728_232810_781yo6__outer01__inner00__aug02,20260728_232810_781yo6,user2,ই,train,1,0
20260728_232810_781yo6__outer01__inner00__aug03,20260728_232810_781yo6,user2,ই,train,1,0
20260728_232836_pvgrxn__outer01__inner00__aug01,20260728_232836_pvgrxn,user2,ই,train,1,0
20260728_232836_pvgrxn__outer01__inner00__aug02,20260728_232836_pvgrxn,user2,ই,train,1,0
20260728_232836_pvgrxn__outer01__inner00__aug03,20260728_232836_pvgrxn,user2,ই,train,1,0
20260728_233118_pcjncu__outer01__inner00__aug01,20260728_233118_pcjncu,user2,ই,train,1,0
20260728_233118_pcjncu__outer01__inner00__aug02,20260728_233118_pcjncu,user2,ই,train,1,0
20260728_233118_pcjncu__outer01__inner00__aug03,20260728_233118_pcjncu,user2,ই,train,1,0
20260728_233205_n417cm__outer01__inner00__aug01,20260728_233205_n417cm,user2,ই,train,1,0
20260728_233205_n417cm__outer01__inner00__aug02,20260728_233205_n417cm,user2,ই,train,1,0
20260728_233205_n417cm__outer01__inner00__aug03,20260728_233205_n417cm,user2,ই,train,1,0
20260704_232243_1fsapx__outer01__inner00__aug01,20260704_232243_1fsapx,user2,ঈ,train,1,0
20260704_232243_1fsapx__outer01__inner00__aug02,20260704_232243_1fsapx,user2,ঈ,train,1,0
20260704_232243_1fsapx__outer01__inner00__aug03,20260704_232243_1fsapx,user2,ঈ,train,1,0
20260728_233238_q39ioy__outer01__inner00__aug01,20260728_233238_q39ioy,user2,ঈ,train,1,0
20260728_233238_q39ioy__outer01__inner00__aug02,20260728_233238_q39ioy,user2,ঈ,train,1,0
20260728_233238_q39ioy__outer01__inner00__aug03,20260728_233238_q39ioy,user2,ঈ,train,1,0
20260728_233302_e8k0ge__outer01__inner00__aug01,20260728_233302_e8k0ge,user2,ঈ,train,1,0
20260728_233302_e8k0ge__outer01__inner00__aug02,20260728_233302_e8k0ge,user2,ঈ,train,1,0
20260728_233302_e8k0ge__outer01__inner00__aug03,20260728_233302_e8k0ge,user2,ঈ,train,1,0
20260728_233333_nvf18a__outer01__inner00__aug01,20260728_233333_nvf18a,user2,ঈ,train,1,0
20260728_233333_nvf18a__outer01__inner00__aug02,20260728_233333_nvf18a,user2,ঈ,train,1,0
20260728_233333_nvf18a__outer01__inner00__aug03,20260728_233333_nvf18a,user2,ঈ,train,1,0
20260728_233359_9wg8n4__outer01__inner00__aug01,20260728_233359_9wg8n4,user2,ঈ,train,1,0
20260728_233359_9wg8n4__outer01__inner00__aug02,20260728_233359_9wg8n4,user2,ঈ,train,1,0
20260728_233359_9wg8n4__outer01__inner00__aug03,20260728_233359_9wg8n4,user2,ঈ,train,1,0
20260711_200812_18txgi__outer01__inner00__aug01,20260711_200812_18txgi,user3,অ,train,1,0
20260711_200812_18txgi__outer01__inner00__aug02,20260711_200812_18txgi,user3,অ,train,1,0
20260711_200812_18txgi__outer01__inner00__aug03,20260711_200812_18txgi,user3,অ,train,1,0
20260711_200917_z1na4w__outer01__inner00__aug01,20260711_200917_z1na4w,user3,অ,train,1,0
20260711_200917_z1na4w__outer01__inner00__aug02,20260711_200917_z1na4w,user3,অ,train,1,0
20260711_200917_z1na4w__outer01__inner00__aug03,20260711_200917_z1na4w,user3,অ,train,1,0
20260711_200954_0muns4__outer01__inner00__aug01,20260711_200954_0muns4,user3,অ,train,1,0
20260711_200954_0muns4__outer01__inner00__aug02,20260711_200954_0muns4,user3,অ,train,1,0
20260711_200954_0muns4__outer01__inner00__aug03,20260711_200954_0muns4,user3,অ,train,1,0
20260711_201110_jw6cqh__outer01__inner00__aug01,20260711_201110_jw6cqh,user3,অ,train,1,0
20260711_201110_jw6cqh__outer01__inner00__aug02,20260711_201110_jw6cqh,user3,অ,train,1,0
20260711_201110_jw6cqh__outer01__inner00__aug03,20260711_201110_jw6cqh,user3,অ,train,1,0
20260711_201208_6ylgz1__outer01__inner00__aug01,20260711_201208_6ylgz1,user3,অ,train,1,0
20260711_201208_6ylgz1__outer01__inner00__aug02,20260711_201208_6ylgz1,user3,অ,train,1,0
20260711_201208_6ylgz1__outer01__inner00__aug03,20260711_201208_6ylgz1,user3,অ,train,1,0
20260711_201526_9elfv0__outer01__inner00__aug01,20260711_201526_9elfv0,user3,অ,train,1,0
20260711_201526_9elfv0__outer01__inner00__aug02,20260711_201526_9elfv0,user3,অ,train,1,0
20260711_201526_9elfv0__outer01__inner00__aug03,20260711_201526_9elfv0,user3,অ,train,1,0
20260711_201609_iv7642__outer01__inner00__aug01,20260711_201609_iv7642,user3,অ,train,1,0
20260711_201609_iv7642__outer01__inner00__aug02,20260711_201609_iv7642,user3,অ,train,1,0
20260711_201609_iv7642__outer01__inner00__aug03,20260711_201609_iv7642,user3,অ,train,1,0
20260711_201811_0znu6g__outer01__inner00__aug01,20260711_201811_0znu6g,user3,অ,train,1,0
20260711_201811_0znu6g__outer01__inner00__aug02,20260711_201811_0znu6g,user3,অ,train,1,0
20260711_201811_0znu6g__outer01__inner00__aug03,20260711_201811_0znu6g,user3,অ,train,1,0
20260711_201916_nc9ara__outer01__inner00__aug01,20260711_201916_nc9ara,user3,অ,train,1,0
20260711_201916_nc9ara__outer01__inner00__aug02,20260711_201916_nc9ara,user3,অ,train,1,0
20260711_201916_nc9ara__outer01__inner00__aug03,20260711_201916_nc9ara,user3,অ,train,1,0
20260711_201953_sai9ew__outer01__inner00__aug01,20260711_201953_sai9ew,user3,অ,train,1,0
20260711_201953_sai9ew__outer01__inner00__aug02,20260711_201953_sai9ew,user3,অ,train,1,0
20260711_201953_sai9ew__outer01__inner00__aug03,20260711_201953_sai9ew,user3,অ,train,1,0
20260711_202025_bntr0i__outer01__inner00__aug01,20260711_202025_bntr0i,user3,অ,train,1,0
20260711_202025_bntr0i__outer01__inner00__aug02,20260711_202025_bntr0i,user3,অ,train,1,0
20260711_202025_bntr0i__outer01__inner00__aug03,20260711_202025_bntr0i,user3,অ,train,1,0
20260711_202714_mwa7m1__outer01__inner00__aug01,20260711_202714_mwa7m1,user3,অ,train,1,0
20260711_202714_mwa7m1__outer01__inner00__aug02,20260711_202714_mwa7m1,user3,অ,train,1,0
20260711_202714_mwa7m1__outer01__inner00__aug03,20260711_202714_mwa7m1,user3,অ,train,1,0
20260711_202846_kmy51g__outer01__inner00__aug01,20260711_202846_kmy51g,user3,অ,train,1,0
20260711_202846_kmy51g__outer01__inner00__aug02,20260711_202846_kmy51g,user3,অ,train,1,0
20260711_202846_kmy51g__outer01__inner00__aug03,20260711_202846_kmy51g,user3,অ,train,1,0
20260711_203013_i4o0om__outer01__inner00__aug01,20260711_203013_i4o0om,user3,অ,train,1,0
20260711_203013_i4o0om__outer01__inner00__aug02,20260711_203013_i4o0om,user3,অ,train,1,0
20260711_203013_i4o0om__outer01__inner00__aug03,20260711_203013_i4o0om,user3,অ,train,1,0
20260711_203112_15gnzj__outer01__inner00__aug01,20260711_203112_15gnzj,user3,অ,train,1,0
20260711_203112_15gnzj__outer01__inner00__aug02,20260711_203112_15gnzj,user3,অ,train,1,0
20260711_203112_15gnzj__outer01__inner00__aug03,20260711_203112_15gnzj,user3,অ,train,1,0
20260711_205524_jbk5pv__outer01__inner00__aug01,20260711_205524_jbk5pv,user3,আ,train,1,0
20260711_205524_jbk5pv__outer01__inner00__aug02,20260711_205524_jbk5pv,user3,আ,train,1,0
20260711_205524_jbk5pv__outer01__inner00__aug03,20260711_205524_jbk5pv,user3,আ,train,1,0
20260711_205559_azslan__outer01__inner00__aug01,20260711_205559_azslan,user3,আ,train,1,0
20260711_205559_azslan__outer01__inner00__aug02,20260711_205559_azslan,user3,আ,train,1,0
20260711_205559_azslan__outer01__inner00__aug03,20260711_205559_azslan,user3,আ,train,1,0
20260711_205630_gydvnp__outer01__inner00__aug01,20260711_205630_gydvnp,user3,আ,train,1,0
20260711_205630_gydvnp__outer01__inner00__aug02,20260711_205630_gydvnp,user3,আ,train,1,0
20260711_205630_gydvnp__outer01__inner00__aug03,20260711_205630_gydvnp,user3,আ,train,1,0
20260711_205707_n57400__outer01__inner00__aug01,20260711_205707_n57400,user3,আ,train,1,0
20260711_205707_n57400__outer01__inner00__aug02,20260711_205707_n57400,user3,আ,train,1,0
20260711_205707_n57400__outer01__inner00__aug03,20260711_205707_n57400,user3,আ,train,1,0
20260711_205748_usnulf__outer01__inner00__aug01,20260711_205748_usnulf,user3,আ,train,1,0
20260711_205748_usnulf__outer01__inner00__aug02,20260711_205748_usnulf,user3,আ,train,1,0
20260711_205748_usnulf__outer01__inner00__aug03,20260711_205748_usnulf,user3,আ,train,1,0
20260711_200812_18txgi__outer01__inner01__aug01,20260711_200812_18txgi,user3,অ,train,1,1
20260711_200812_18txgi__outer01__inner01__aug02,20260711_200812_18txgi,user3,অ,train,1,1
20260711_200812_18txgi__outer01__inner01__aug03,20260711_200812_18txgi,user3,অ,train,1,1
20260711_200917_z1na4w__outer01__inner01__aug01,20260711_200917_z1na4w,user3,অ,train,1,1
20260711_200917_z1na4w__outer01__inner01__aug02,20260711_200917_z1na4w,user3,অ,train,1,1
20260711_200917_z1na4w__outer01__inner01__aug03,20260711_200917_z1na4w,user3,অ,train,1,1
20260711_200954_0muns4__outer01__inner01__aug01,20260711_200954_0muns4,user3,অ,train,1,1
20260711_200954_0muns4__outer01__inner01__aug02,20260711_200954_0muns4,user3,অ,train,1,1
20260711_200954_0muns4__outer01__inner01__aug03,20260711_200954_0muns4,user3,অ,train,1,1
20260711_201110_jw6cqh__outer01__inner01__aug01,20260711_201110_jw6cqh,user3,অ,train,1,1
20260711_201110_jw6cqh__outer01__inner01__aug02,20260711_201110_jw6cqh,user3,অ,train,1,1
20260711_201110_jw6cqh__outer01__inner01__aug03,20260711_201110_jw6cqh,user3,অ,train,1,1
20260711_201208_6ylgz1__outer01__inner01__aug01,20260711_201208_6ylgz1,user3,অ,train,1,1
20260711_201208_6ylgz1__outer01__inner01__aug02,20260711_201208_6ylgz1,user3,অ,train,1,1
20260711_201208_6ylgz1__outer01__inner01__aug03,20260711_201208_6ylgz1,user3,অ,train,1,1
20260711_201526_9elfv0__outer01__inner01__aug01,20260711_201526_9elfv0,user3,অ,train,1,1
20260711_201526_9elfv0__outer01__inner01__aug02,20260711_201526_9elfv0,user3,অ,train,1,1
20260711_201526_9elfv0__outer01__inner01__aug03,20260711_201526_9elfv0,user3,অ,train,1,1
20260711_201609_iv7642__outer01__inner01__aug01,20260711_201609_iv7642,user3,অ,train,1,1
20260711_201609_iv7642__outer01__inner01__aug02,20260711_201609_iv7642,user3,অ,train,1,1
20260711_201609_iv7642__outer01__inner01__aug03,20260711_201609_iv7642,user3,অ,train,1,1
20260711_201811_0znu6g__outer01__inner01__aug01,20260711_201811_0znu6g,user3,অ,train,1,1
20260711_201811_0znu6g__outer01__inner01__aug02,20260711_201811_0znu6g,user3,অ,train,1,1
20260711_201811_0znu6g__outer01__inner01__aug03,20260711_201811_0znu6g,user3,অ,train,1,1
20260711_201916_nc9ara__outer01__inner01__aug01,20260711_201916_nc9ara,user3,অ,train,1,1
20260711_201916_nc9ara__outer01__inner01__aug02,20260711_201916_nc9ara,user3,অ,train,1,1
20260711_201916_nc9ara__outer01__inner01__aug03,20260711_201916_nc9ara,user3,অ,train,1,1
20260711_201953_sai9ew__outer01__inner01__aug01,20260711_201953_sai9ew,user3,অ,train,1,1
20260711_201953_sai9ew__outer01__inner01__aug02,20260711_201953_sai9ew,user3,অ,train,1,1
20260711_201953_sai9ew__outer01__inner01__aug03,20260711_201953_sai9ew,user3,অ,train,1,1
20260711_202025_bntr0i__outer01__inner01__aug01,20260711_202025_bntr0i,user3,অ,train,1,1
20260711_202025_bntr0i__outer01__inner01__aug02,20260711_202025_bntr0i,user3,অ,train,1,1
20260711_202025_bntr0i__outer01__inner01__aug03,20260711_202025_bntr0i,user3,অ,train,1,1
20260711_202714_mwa7m1__outer01__inner01__aug01,20260711_202714_mwa7m1,user3,অ,train,1,1
20260711_202714_mwa7m1__outer01__inner01__aug02,20260711_202714_mwa7m1,user3,অ,train,1,1
20260711_202714_mwa7m1__outer01__inner01__aug03,20260711_202714_mwa7m1,user3,অ,train,1,1
20260711_202846_kmy51g__outer01__inner01__aug01,20260711_202846_kmy51g,user3,অ,train,1,1
20260711_202846_kmy51g__outer01__inner01__aug02,20260711_202846_kmy51g,user3,অ,train,1,1
20260711_202846_kmy51g__outer01__inner01__aug03,20260711_202846_kmy51g,user3,অ,train,1,1
20260711_203013_i4o0om__outer01__inner01__aug01,20260711_203013_i4o0om,user3,অ,train,1,1
20260711_203013_i4o0om__outer01__inner01__aug02,20260711_203013_i4o0om,user3,অ,train,1,1
20260711_203013_i4o0om__outer01__inner01__aug03,20260711_203013_i4o0om,user3,অ,train,1,1
20260711_203112_15gnzj__outer01__inner01__aug01,20260711_203112_15gnzj,user3,অ,train,1,1
20260711_203112_15gnzj__outer01__inner01__aug02,20260711_203112_15gnzj,user3,অ,train,1,1
20260711_203112_15gnzj__outer01__inner01__aug03,20260711_203112_15gnzj,user3,অ,train,1,1
20260711_205524_jbk5pv__outer01__inner01__aug01,20260711_205524_jbk5pv,user3,আ,train,1,1
20260711_205524_jbk5pv__outer01__inner01__aug02,20260711_205524_jbk5pv,user3,আ,train,1,1
20260711_205524_jbk5pv__outer01__inner01__aug03,20260711_205524_jbk5pv,user3,আ,train,1,1
20260711_205559_azslan__outer01__inner01__aug01,20260711_205559_azslan,user3,আ,train,1,1
20260711_205559_azslan__outer01__inner01__aug02,20260711_205559_azslan,user3,আ,train,1,1
